,current_day,cloud,temp_max,temp_min
263,2019-9-21,mostly sunny,23°,15°
264,2019-9-22,cloudy,22°,18°
265,2019-9-23,mostly sunny,27°,17°
266,2019-9-24,mostly sunny,26°,14°
267,2019-9-25,mostly sunny,28°,15°
268,2019-9-26,mostly sunny,24°,16°
269,2019-9-27,mostly sunny,24°,16°
270,2019-9-28,mostly sunny,30°,14°
271,2019-9-29,mostly sunny,26°,15°
272,2019-9-30,mostly sunny,26°,18°
273,2019-10-1,mostly sunny,25°,16°
274,2019-10-2,mostly sunny,26°,15°
275,2019-10-3,mostly sunny,24°,12°
276,2019-10-4,mostly sunny,23°,10°
277,2019-10-5,mostly sunny,23°,13°
278,2019-10-6,mostly sunny,22°,12°
279,2019-10-7,mostly sunny,25°,14°
280,2019-10-8,mostly sunny,23°,10°
281,2019-10-9,cloudy,23°,12°
282,2019-10-10,mostly sunny,23°,10°
283,2019-10-11,mostly sunny,22°,12°
284,2019-10-12,mostly sunny,22°,11°
285,2019-10-13,mostly sunny,24°,13°
286,2019-10-14,mostly sunny,25°,16°
287,2019-10-15,cloudy,22°,17°
288,2019-10-16,mostly sunny,24°,11°
289,2019-10-17,cloudy,21°,13°
290,2019-10-18,cloudy,20°,13°
291,2019-10-19,cloudy,22°,16°
292,2019-10-20,cloudy,22°,19°
293,2019-10-21,cloudy,20°,17°
294,2019-10-22,cloudy,25°,17°
295,2019-10-23,cloudy,25°,20°
296,2019-10-24,cloudy,20°,16°
297,2019-10-25,mostly sunny,23°,14°
298,2019-10-26,mostly sunny,24°,12°
299,2019-10-27,mostly sunny,23°,12°
300,2019-10-28,mostly sunny,20°,12°
301,2019-10-29,mostly sunny,22°,14°
302,2019-10-30,cloudy,22°,13°
303,2019-10-31,cloudy,20°,15°
304,2019-11-1,cloudy,21°,12°
305,2019-11-2,cloudy,19°,14°
306,2019-11-3,mostly sunny,21°,15°
307,2019-11-4,mostly sunny,22°,13°
308,2019-11-5,mostly sunny,19°,12°
309,2019-11-6,mostly sunny,18°,9°
310,2019-11-7,cloudy,17°,6°
311,2019-11-8,mostly sunny,16°,6°
312,2019-11-9,mostly sunny,16°,5°
313,2019-11-10,mostly cloudy,15°,6°
314,2019-11-11,cloudy,15°,9°
315,2019-11-12,mostly sunny,19°,5°
316,2019-11-13,mostly sunny,16°,2°
317,2019-11-14,cloudy,14°,5°
318,2019-11-15,mostly sunny,13°,5°
319,2019-11-16,mostly sunny,15°,5°
320,2019-11-17,mostly sunny,15°,3°
321,2019-11-18,scattered showers,10°,2°
322,2019-11-19,cloudy,13°,8°
323,2019-11-20,cloudy,15°,9°
324,2019-11-21,cloudy,14°,7°
325,2019-11-22,cloudy,14°,8°
326,2019-11-23,heavy rain,15°,0°
327,2019-11-24,mostly sunny,13°,0°
328,2019-11-25,mostly sunny,18°,9°
329,2019-11-26,mostly sunny,18°,8°
330,2019-11-27,mostly sunny,19°,10°
331,2019-11-28,mostly sunny,17°,12°
332,2019-11-29,mostly sunny,19°,12°
333,2019-11-30,mostly sunny,19°,5°
334,2019-12-1,rain,12°,10°
335,2019-12-2,cloudy,16°,10°
336,2019-12-3,mostly sunny,18°,6°
337,2019-12-4,mostly sunny,17°,4°
338,2019-12-5,cloudy,16°,6°
339,2019-12-6,cloudy,16°,6°
340,2019-12-7,mostly sunny,16°,5°
341,2019-12-8,mostly sunny,16°,6°
342,2019-12-9,mostly sunny,17°,7°
343,2019-12-10,mostly sunny,18°,4°
344,2019-12-11,mostly sunny,14°,3°
345,2019-12-12,mostly sunny,13°,5°
346,2019-12-13,mostly sunny,16°,5°
347,2019-12-14,mostly sunny,20°,10°
348,2019-12-15,mostly sunny,17°,6°
349,2019-12-16,cloudy,17°,10°
350,2019-12-17,cloudy,18°,13°
351,2019-12-18,cloudy,18°,9°
352,2019-12-19,cloudy,18°,12°
353,2019-12-20,scattered showers,15°,12°
354,2019-12-21,mostly sunny,17°,10°
355,2019-12-22,mostly sunny,17°,10°
356,2019-12-23,mostly sunny,16°,6°
357,2019-12-24,mostly sunny,18°,4°
358,2019-12-25,mostly sunny,17°,5°
359,2019-12-26,mostly sunny,17°,5°
360,2019-12-27,mostly sunny,15°,5°
361,2019-12-28,cloudy,16°,4°
362,2019-12-29,cloudy,15°,5°
363,2019-12-30,mostly sunny,14°,4°
364,2019-12-31,mostly sunny,15°,3°
365,2020-1-1,mostly sunny,15°,3°
366,2020-1-2,mostly sunny,15°,4°
367,2020-1-3,mostly sunny,14°,5°
368,2020-1-4,mostly sunny,17°,5°
369,2020-1-5,mostly sunny,17°,3°
370,2020-1-6,mostly sunny,15°,4°
371,2020-1-7,mostly sunny,14°,5°
372,2020-1-8,mostly sunny,18°,4°
373,2020-1-9,mostly sunny,15°,2°
374,2020-1-10,cloudy,10°,2°
375,2020-1-11,mostly sunny,17°,6°
376,2020-1-12,mostly sunny,17°,3°
377,2020-1-13,mostly cloudy,15°,4°
378,2020-1-14,cloudy,16°,4°
379,2020-1-15,cloudy,13°,6°
380,2020-1-16,mostly sunny,15°,4°
381,2020-1-17,cloudy,12°,6°
382,2020-1-18,mostly sunny,14°,4°
383,2020-1-19,mostly sunny,14°,3°
384,2020-1-20,cloudy,13°,5°
385,2020-1-21,cloudy,15°,8°
386,2020-1-22,mostly sunny,16°,6°
387,2020-1-23,cloudy,16°,6°
388,2020-1-24,cloudy,14°,7°
389,2020-1-25,cloudy,15°,8°
390,2020-1-26,mostly sunny,15°,6°
391,2020-1-27,mostly sunny,15°,4°
392,2020-1-28,mostly sunny,16°,7°
393,2020-1-29,mostly sunny,18°,7°
394,2020-1-30,mostly sunny,15°,3°
395,2020-1-31,cloudy,16°,6°
396,2020-2-1,cloudy,17°,8°
397,2020-2-2,mostly sunny,22°,7°
