,current_day,cloud,temp_max,temp_min
422,2020-2-27,mostly sunny,18°,6°
423,2020-2-28,mostly sunny,14°,4°
424,2020-2-29,cloudy,15°,11°
425,2020-3-1,mostly sunny,15°,7°
426,2020-3-2,mostly sunny,15°,7°
427,2020-3-3,mostly sunny,12°,6°
428,2020-3-4,mostly sunny,12°,4°
429,2020-3-5,cloudy,13°,8°
430,2020-3-6,mostly sunny,13°,6°
431,2020-3-7,mostly sunny,16°,7°
432,2020-3-8,mostly sunny,15°,3°
433,2020-3-9,mostly sunny,16°,10°
434,2020-3-10,mostly sunny,17°,8°
435,2020-3-11,mostly sunny,23°,10°
436,2020-3-12,cloudy,15°,9°
437,2020-3-13,mostly sunny,19°,10°
438,2020-3-14,mostly sunny,19°,3°
439,2020-3-15,cloudy,15°,3°
440,2020-3-16,mostly sunny,14°,11°
441,2020-3-17,mostly sunny,18°,7°
442,2020-3-18,mostly sunny,18°,5°
443,2020-3-19,mostly sunny,19°,4°
444,2020-3-20,mostly sunny,17°,4°
445,2020-3-21,mostly sunny,17°,7°
446,2020-3-22,mostly sunny,17°,6°
447,2020-3-23,cloudy,16°,8°
448,2020-3-24,cloudy,12°,7°
449,2020-3-25,mostly sunny,13°,1°
450,2020-3-26,mostly sunny,13°,3°
451,2020-3-27,mostly sunny,15°,7°
452,2020-3-28,mostly sunny,17°,7°
453,2020-3-29,mostly sunny,21°,8°
454,2020-3-30,mostly sunny,16°,5°
455,2020-3-31,mostly sunny,16°,6°
456,2020-4-1,cloudy,14°,7°
457,2020-4-2,mostly sunny,14°,4°
458,2020-4-3,mostly sunny,18°,6°
459,2020-4-4,mostly sunny,17°,3°
460,2020-4-5,mostly sunny,17°,4°
461,2020-4-6,mostly sunny,19°,5°
462,2020-4-7,mostly sunny,19°,7°
463,2020-4-8,mostly sunny,20°,6°
464,2020-4-9,mostly sunny,21°,4°
465,2020-4-10,mostly sunny,19°,5°
466,2020-4-11,mostly sunny,19°,7°
467,2020-4-12,mostly sunny,18°,6°
468,2020-4-13,mostly sunny,16°,9°
469,2020-4-14,mostly sunny,24°,9°
470,2020-4-15,mostly sunny,18°,8°
471,2020-4-16,mostly sunny,18°,10°
472,2020-4-17,cloudy,18°,12°
473,2020-4-18,cloudy,19°,14°
474,2020-4-19,cloudy,16°,13°
475,2020-4-20,scattered showers,18°,14°
476,2020-4-21,scattered showers,16°,14°
477,2020-4-22,scattered showers,18°,13°
478,2020-4-23,cloudy,19°,11°
479,2020-4-24,cloudy,19°,12°
480,2020-4-25,foggy,19°,10°
481,2020-4-26,cloudy,19°,11°
482,2020-4-27,cloudy,19°,16°
483,2020-4-28,mostly sunny,23°,13°
484,2020-4-29,mostly sunny,20°,13°
485,2020-4-30,mostly sunny,22°,13°
486,2020-5-1,mostly sunny,23°,13°
487,2020-5-2,mostly sunny,25°,16°
488,2020-5-3,mostly sunny,28°,18°
489,2020-5-4,mostly sunny,23°,13°
490,2020-5-5,cloudy,24°,16°
491,2020-5-6,mostly sunny,27°,16°
492,2020-5-7,mostly sunny,23°,13°
493,2020-5-8,mostly sunny,22°,12°
494,2020-5-9,cloudy,20°,14°
495,2020-5-10,cloudy,18°,16°
496,2020-5-11,scattered showers,18°,14°
497,2020-5-12,mostly sunny,19°,12°
498,2020-5-13,cloudy,19°,13°
499,2020-5-14,cloudy,21°,14°
500,2020-5-15,mostly sunny,22°,13°
501,2020-5-16,mostly sunny,24°,11°
502,2020-5-17,mostly sunny,27°,15°
503,2020-5-18,mostly sunny,29°,13°
504,2020-5-19,mostly sunny,30°,17°
505,2020-5-20,mostly sunny,31°,18°
506,2020-5-21,mostly sunny,28°,16°
507,2020-5-22,mostly sunny,24°,15°
508,2020-5-23,cloudy,27°,17°
509,2020-5-24,mostly sunny,27°,13°
510,2020-5-25,mostly sunny,27°,14°
511,2020-5-26,mostly sunny,29°,15°
512,2020-5-27,mostly sunny,24°,15°
513,2020-5-28,mostly sunny,24°,13°
514,2020-5-29,mostly sunny,26°,14°
515,2020-5-30,mostly sunny,22°,12°
516,2020-5-31,mostly sunny,22°,16°
517,2020-6-1,mostly sunny,23°,15°
518,2020-6-2,mostly sunny,23°,17°
519,2020-6-3,mostly cloudy,24°,16°
520,2020-6-4,mostly sunny,24°,18°
521,2020-6-5,mostly sunny,23°,17°
522,2020-6-6,mostly sunny,25°,16°
523,2020-6-7,mostly sunny,25°,17°
524,2020-6-8,mostly sunny,25°,15°
525,2020-6-9,mostly sunny,25°,14°
526,2020-6-10,mostly sunny,26°,14°
527,2020-6-11,mostly sunny,21°,14°
528,2020-6-12,cloudy,21°,18°
529,2020-6-13,mostly sunny,27°,18°
530,2020-6-14,mostly sunny,28°,14°
531,2020-6-15,mostly sunny,29°,18°
532,2020-6-16,mostly sunny,26°,17°
533,2020-6-17,mostly sunny,26°,16°
534,2020-6-18,mostly sunny,24°,17°
535,2020-6-19,mostly sunny,29°,14°
536,2020-6-20,mostly sunny,31°,18°
537,2020-6-21,mostly sunny,33°,19°
538,2020-6-22,mostly sunny,32°,22°
539,2020-6-23,mostly sunny,28°,20°
540,2020-6-24,mostly sunny,27°,16°
541,2020-6-25,mostly sunny,26°,16°
542,2020-6-26,mostly sunny,26°,19°
543,2020-6-27,mostly sunny,26°,19°
544,2020-6-28,mostly sunny,29°,19°
545,2020-6-29,mostly sunny,32°,23°
546,2020-6-30,mostly sunny,29°,19°
547,2020-7-1,mostly sunny,26°,21°
548,2020-7-2,mostly sunny,33°,21°
549,2020-7-3,mostly sunny,29°,19°
550,2020-7-4,mostly sunny,31°,19°
551,2020-7-5,mostly sunny,35°,22°
552,2020-7-6,mostly sunny,33°,23°
553,2020-7-7,mostly sunny,31°,17°
554,2020-7-8,mostly sunny,30°,17°
555,2020-7-9,mostly sunny,30°,16°
556,2020-7-10,mostly sunny,30°,20°
